iter	MAE	RMSE
1930	4613.64223	6004.826657
1931	4612.379896	6002.820822
1932	4610.197064	5999.594036
1933	4607.346036	5995.741789
1934	4604.826086	5992.432605
1935	4602.672767	5989.431403
1936	4600.276378	5986.755043
1937	4599.260707	5985.571387
1938	4599.153812	5985.258425
1939	4598.879267	5984.987098
1940	4597.548684	5982.876252
1941	4596.797392	5982.400642
1942	4594.277015	5980.239432
1943	4593.44688	5978.87089
1944	4590.28408	5975.13939
1945	4586.498642	5970.402569
1946	4584.098402	5967.538831
1947	4582.893474	5966.120448
1948	4580.4299	5961.869042
1949	4578.658474	5960.167336
1950	4576.126525	5957.148398
1951	4574.171625	5955.030504
1952	4572.673891	5952.494084
1953	4570.008409	5950.050725
1954	4569.082383	5948.976928
1955	4568.594767	5948.419484
1956	4566.83391	5946.464978
1957	4563.605072	5942.403817
1958	4560.161524	5937.871287
1959	4558.533896	5935.715356
1960	4556.896825	5933.950981
1961	4554.52277	5931.317528
1962	4553.512464	5929.604289
1963	4551.041668	5926.81662
1964	4549.412327	5924.384634
1965	4547.217357	5921.221712
1966	4544.603567	5918.279974
1967	4543.094743	5915.083158
1968	4542.165697	5913.659377
1969	4540.993826	5912.265918
1970	4540.129004	5910.344796
1971	4537.578218	5907.716698
1972	4535.493223	5905.307706
1973	4534.427053	5904.186163
1974	4532.968288	5901.344078
1975	4532.673504	5901.055618
1976	4530.692815	5898.585128
1977	4530.355678	5898.164628
1978	4526.545684	5892.6348
1979	4525.26008	5890.790368
1980	4521.559252	5887.147044
1981	4521.278902	5886.882526
1982	4518.473119	5883.380288
1983	4517.635546	5881.814357
1984	4516.463838	5879.031081
1985	4513.385062	5875.493793
1986	4512.710143	5874.397021
1987	4510.239204	5871.453441
1988	4508.830717	5869.922671
1989	4508.503092	5869.589718
1990	4507.339662	5867.501263
1991	4506.120277	5865.727136
1992	4504.459688	5863.340653
1993	4503.275939	5861.58059
1994	4501.387135	5859.836625
1995	4499.377881	5857.375418
1996	4495.953511	5851.1117
1997	4494.845372	5849.525969
1998	4493.762306	5848.192988
1999	4491.863504	5845.448904
